date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:10	246/246	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202019%2010:49:10%20GMT	https://themes.muffingroup.com/robots.txt		(from )
15:49:10	111156/111156	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:45:23%20GMT	https://themes.muffingroup.com/be/mechanic/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/index.html	(from )
15:49:13	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Flo/Desktop/mywebsites/testumair1/www.google-analytics.com/analytics.js	(from https://themes.muffingroup.com/be/mechanic/)
15:49:13	5430/5430	---M-Z	200	added ('OK')	image/x-icon	etag:%221536-5950783314e34-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/images/favicon.ico	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/images/favicon.ico	(from https://themes.muffingroup.com/be/mechanic/)
15:49:13	29295/29295	---M-Z	200	added ('OK')	text/css	etag:%22726f-595077b45a338-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-includes/css/dist/block-library/style.min.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-includes/css/dist/block-library/style.min.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:14	1172/1172	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2014%20Sep%202018%2009:14:14%20GMT	https://themes.muffingroup.com/be/mechanic/feed/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/feed/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:14	1685/1685	---M-Z	200	added ('OK')	text/css	etag:%22695-595077fca5a14-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/plugins/contact-form-7/includes/css/styles.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:14	56404/56404	---M-Z	200	added ('OK')	text/css	etag:%22dc54-595078eba9d05-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/css/rs6.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/css/rs6.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:15	1053/1053	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2019%20Dec%202019%2010:49:15%20GMT	https://themes.muffingroup.com/be/mechanic/home/feed/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/home/feed/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:15	1067/1067	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2019%20Dec%202019%2010:49:15%20GMT	https://themes.muffingroup.com/be/mechanic/comments/feed/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/comments/feed/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:15	350/350	---M-Z	200	added ('OK')	text/css	etag:%2215e-595078337a72b-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/style.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/style.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:15	57831/57831	---M-Z	200	added ('OK')	text/css	etag:%22e1e7-5950783323892-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/base.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/base.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:15	120347/120347	---M-Z	200	added ('OK')	text/css	etag:%221d61b-5950783323892-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/layout.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/layout.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:16	137586/137586	---M-Z	200	added ('OK')	text/css	etag:%2221972-5950783323892-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/shortcodes.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/shortcodes.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:16	58508/58508	---M-Z	200	added ('OK')	text/css	etag:%22e48c-59507833516ee-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/animations/animations.min.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/animations/animations.min.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:16	18667/18667	---M-Z	200	added ('OK')	text/css	etag:%2248eb-59507833574ae-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/ui/jquery.ui.all.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/ui/jquery.ui.all.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:16	9834/9834	---M-Z	200	added ('OK')	text/css	etag:%22266a-595078335362e-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:17	58210/58210	---M-Z	200	added ('OK')	text/css	etag:%22e362-5950783323892-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/responsive.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/themes/betheme/css/responsive.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:17	66352/66352	---M--	200	added ('OK')	image/jpeg	etag:%2210330-52cfadf115c64%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2016/03/home_mechanic_subheader.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2016/03/home_mechanic_subheader.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:17	2900/2900	---M-Z	200	added ('OK')	text/css	etag:%22b54-57890ecabc29e-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/plugins/mfn-be-demo/css/style.css	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/plugins/mfn-be-demo/css/style.css	(from https://themes.muffingroup.com/be/mechanic/)
15:49:18	96873/96873	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217a69-591ce4a2da0da-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-includes/js/jquery/jquery.js	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-includes/js/jquery/jquery.js	(from https://themes.muffingroup.com/be/mechanic/)
15:49:18	10056/10056	---M-Z	200	added ('OK')	application/x-javascript	etag:%222748-535d1e9eca9cf-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-includes/js/jquery/jquery-migrate.min.js	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-includes/js/jquery/jquery-migrate.min.js	(from https://themes.muffingroup.com/be/mechanic/)
15:49:18	150436/150436	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224ba4-595078eb99367-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js	(from https://themes.muffingroup.com/be/mechanic/)
15:49:19	269077/269077	---MCZ	200	added ('OK')	application/x-javascript	etag:%2241b15-595078eb99367-gzip%22	https://themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/js/rs6.min.js	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/plugins/revslider/public/assets/js/rs6.min.js	(from https://themes.muffingroup.com/be/mechanic/)
15:49:19	231/231	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2019%20Dec%202019%2010:49:19%20GMT	https://themes.muffingroup.com/be/mechanic/xmlrpc.php?rsd	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/xmlrpc0db0.php	(from https://themes.muffingroup.com/be/mechanic/)
15:49:19	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-50e1670238a40%22	https://themes.muffingroup.com/be/mechanic/wp-includes/wlwmanifest.xml	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-includes/wlwmanifest.xml	(from https://themes.muffingroup.com/be/mechanic/)
15:49:19	77288/77288	---MCZ	200	added ('OK')	application/json	date:Thu,%2019%20Dec%202019%2010:49:19%20GMT	https://themes.muffingroup.com/be/mechanic/wp-json/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-json/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:20	2275/2275	---MCZ	200	added ('OK')	application/json	date:Thu,%2019%20Dec%202019%2010:49:20%20GMT	https://themes.muffingroup.com/be/mechanic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fmechanic%2F	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-json/oembed/1.0/embedef14.json	(from https://themes.muffingroup.com/be/mechanic/)
15:49:20	2694/2694	---MCZ	200	added ('OK')	text/xml	date:Thu,%2019%20Dec%202019%2010:49:20%20GMT	https://themes.muffingroup.com/be/mechanic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fmechanic%2F&format=xml	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-json/oembed/1.0/embed1017	(from https://themes.muffingroup.com/be/mechanic/)
15:49:21	1142/1142	---M--	200	added ('OK')	image/png	etag:%22476-50e1bf0d5c2c0%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/mechanic.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/mechanic.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Dec%202019%2010:49:21%20GMT	http://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_slide_bg.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_slide_bg.18.delayed	(from https://themes.muffingroup.com/be/mechanic/)
15:49:21	96275/96275	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:04%20GMT	https://themes.muffingroup.com/be/mechanic/our-services/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/our-services/index.html	(from https://themes.muffingroup.com/be/mechanic/)
